LBCAT,LBTEST,LBTESTCD,LBSPEC,SPECIES,SEX,LBSTRESM,LBSTRESSD,LBSTRESU,N
BIOCHEMISTRY,Cholesterol,CHOL,PLASMA,MOUSE,M,4.1575,0.913697125,mmol/L,120
BIOCHEMISTRY,Cholesterol,CHOL,PLASMA,RAT,F,1.71,0.565891874,mmol/L,120
BIOCHEMISTRY,Cholesterol,CHOL,PLASMA,RAT,M,2.014782609,0.419270687,mmol/L,138
BIOCHEMISTRY,Cholesterol,CHOL,SERUM,MONKEY,F,141.4569444,29.46571127,mg/dL,84
BIOCHEMISTRY,Cholesterol,CHOL,SERUM,MONKEY,M,137.5628968,31.49924771,mg/dL,84
BIOCHEMISTRY,Cholesterol,CHOL,SERUM,MOUSE,F,87.60714286,20.80618664,mg/dL,56
BIOCHEMISTRY,Cholesterol,CHOL,SERUM,MOUSE,M,132.862069,31.46674562,mg/dL,58
BIOCHEMISTRY,Cholesterol,CHOL,SERUM,RAT,F,73.375,24.3890614,mg/dL,96
BIOCHEMISTRY,Cholesterol,CHOL,SERUM,RAT,M,71.15584416,14.90943267,mg/dL,77
BIOCHEMISTRY,Creatine Kinase,CK,PLASMA,MONKEY,F,458.962963,413.2646747,U/L,18
BIOCHEMISTRY,Creatine Kinase,CK,PLASMA,MONKEY,M,229.3888889,114.9262907,U/L,18
BIOCHEMISTRY,Creatine Kinase,CK,PLASMA,RAT,F,263.6,144.7657605,U/L,60
BIOCHEMISTRY,Creatine Kinase,CK,PLASMA,RAT,M,257.85,121.8047653,U/L,60
BIOCHEMISTRY,Creatine Kinase,CK,SERUM,MONKEY,F,215.25,113.743675,U/L,21
BIOCHEMISTRY,Creatine Kinase,CK,SERUM,MONKEY,M,336.0740741,290.3830374,U/L,27
BIOCHEMISTRY,Chloride,CL,PLASMA,MONKEY,F,105.869281,1.825837319,mmol/L,51
BIOCHEMISTRY,Chloride,CL,PLASMA,MONKEY,M,105.469697,1.688770375,mmol/L,55
BIOCHEMISTRY,Chloride,CL,PLASMA,MOUSE,F,110.75,1.427520622,mmol/L,120
BIOCHEMISTRY,Chloride,CL,PLASMA,MOUSE,M,110.8333333,2.61968416,mmol/L,120
BIOCHEMISTRY,Chloride,CL,PLASMA,RAT,F,99.575,7.317140577,mmol/L,120
BIOCHEMISTRY,Chloride,CL,PLASMA,RAT,M,100.1014493,3.469975189,mmol/L,138
BIOCHEMISTRY,Chloride,CL,SERUM,MONKEY,F,107.1013333,1.466248549,mEq/L,50
BIOCHEMISTRY,Chloride,CL,SERUM,MONKEY,F,110.3156863,1.419459168,mmol/L,34
BIOCHEMISTRY,Chloride,CL,SERUM,MONKEY,M,106.5610119,2.151178387,mEq/L,56
BIOCHEMISTRY,Chloride,CL,SERUM,MONKEY,M,109.7559524,1.521446236,mmol/L,28
BIOCHEMISTRY,Chloride,CL,SERUM,MOUSE,F,113,2.434322478,mEq/L,28
BIOCHEMISTRY,Chloride,CL,SERUM,MOUSE,F,113.0833333,3.105628364,mmol/L,24
BIOCHEMISTRY,Chloride,CL,SERUM,MOUSE,M,112.2,1.710011091,mEq/L,30
BIOCHEMISTRY,Chloride,CL,SERUM,MOUSE,M,112.4666667,2.161310799,mmol/L,30
BIOCHEMISTRY,Chloride,CL,SERUM,RAT,F,102.9166667,2.299724417,mEq/L,72
BIOCHEMISTRY,Chloride,CL,SERUM,RAT,F,102.5714286,0.920087412,mmol/L,28
BIOCHEMISTRY,Chloride,CL,SERUM,RAT,M,102.5324675,1.728890849,mEq/L,77
BIOCHEMISTRY,Creatinine,CREAT,PLASMA,MONKEY,F,55.86601307,6.789699683,umol/L,51
BIOCHEMISTRY,Creatinine,CREAT,PLASMA,MONKEY,M,61.58181818,11.09043784,umol/L,55
BIOCHEMISTRY,Creatinine,CREAT,PLASMA,MOUSE,F,6.75,1.168565881,umol/L,120
BIOCHEMISTRY,Creatinine,CREAT,PLASMA,MOUSE,M,5.666666667,1.496962377,umol/L,120
BIOCHEMISTRY,Creatinine,CREAT,PLASMA,RAT,F,31.93333333,6.53736022,umol/L,90
BIOCHEMISTRY,Creatinine,CREAT,PLASMA,RAT,M,28.24074074,2.987107407,umol/L,108
BIOCHEMISTRY,Creatinine,CREAT,SERUM,MONKEY,F,0.658968254,0.100011346,mg/dL,84
BIOCHEMISTRY,Creatinine,CREAT,SERUM,MONKEY,M,0.71640873,0.18713608,mg/dL,84
BIOCHEMISTRY,Creatinine,CREAT,SERUM,MOUSE,F,0.155,0.067747646,mg/dL,40
BIOCHEMISTRY,Creatinine,CREAT,SERUM,MOUSE,M,0.138095238,0.049150743,mg/dL,42
BIOCHEMISTRY,Creatinine,CREAT,SERUM,RAT,F,0.384,0.067748793,mg/dL,100
BIOCHEMISTRY,Creatinine,CREAT,SERUM,RAT,M,0.318181818,0.082282045,mg/dL,77
BIOCHEMISTRY,C Reactive Protein,CRP,SERUM,MONKEY,F,4.270833333,6.005749581,mg/L,12
BIOCHEMISTRY,C Reactive Protein,CRP,SERUM,MONKEY,M,1.6375,1.5937383,mg/L,12
BIOCHEMISTRY,Gamma Glutamyl Transferase,GGT,PLASMA,MONKEY,F,66.62962963,13.13762086,U/L,45
BIOCHEMISTRY,Gamma Glutamyl Transferase,GGT,PLASMA,MONKEY,M,98.20748299,48.01112104,U/L,49
BIOCHEMISTRY,Gamma Glutamyl Transferase,GGT,PLASMA,MOUSE,F,0.416666667,0.495073771,U/L,120
BIOCHEMISTRY,Gamma Glutamyl Transferase,GGT,PLASMA,MOUSE,M,0.416666667,0.495073771,U/L,120
BIOCHEMISTRY,Gamma Glutamyl Transferase,GGT,PLASMA,RAT,F,0,0,U/L,30
BIOCHEMISTRY,Gamma Glutamyl Transferase,GGT,PLASMA,RAT,M,0,0,U/L,30
BIOCHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,MONKEY,F,65.67142857,21.04014229,U/L,84
BIOCHEMISTRY,Gamma Glutamyl Transferase,GGT,SERUM,MONKEY,M,86.09603175,36.89649218,U/L,84
BIOCHEMISTRY,Glutamate Dehydrogenase,GLDH,PLASMA,MOUSE,F,9.916666667,3.963241465,U/L,120
BIOCHEMISTRY,Glutamate Dehydrogenase,GLDH,PLASMA,MOUSE,M,9.083333333,2.108738654,U/L,120
BIOCHEMISTRY,Alpha-1 Globulin,GLOBA1,PLASMA,MONKEY,F,2.666666667,0.39317855,g/L,24
BIOCHEMISTRY,Alpha-1 Globulin,GLOBA1,PLASMA,MONKEY,M,2.642857143,0.190916598,g/L,28
BIOCHEMISTRY,Alpha-1 Globulin,GLOBA1,PLASMA,RAT,F,10.3,1.109282865,g/L,60
BIOCHEMISTRY,Alpha-1 Globulin,GLOBA1,PLASMA,RAT,M,12.4,1.12295011,g/L,60
BIOCHEMISTRY,Alpha-2 Globulin,GLOBA2,PLASMA,MONKEY,F,7.166666667,2.204518855,g/L,24
BIOCHEMISTRY,Alpha-2 Globulin,GLOBA2,PLASMA,MONKEY,M,5.642857143,2.120696701,g/L,28
BIOCHEMISTRY,Alpha-2 Globulin,GLOBA2,PLASMA,RAT,F,4.9,0.30253169,g/L,60
BIOCHEMISTRY,Alpha-2 Globulin,GLOBA2,PLASMA,RAT,M,5.1,0.543061004,g/L,60
BIOCHEMISTRY,Beta Globulin,GLOBB,PLASMA,MONKEY,F,9.833333333,2.087459682,g/L,24
BIOCHEMISTRY,Beta Globulin,GLOBB,PLASMA,MONKEY,M,11.4047619,1.902688466,g/L,28
BIOCHEMISTRY,Beta Globulin,GLOBB,PLASMA,RAT,F,9.1,0.705907278,g/L,60
BIOCHEMISTRY,Beta Globulin,GLOBB,PLASMA,RAT,M,9.8,0.605063381,g/L,60
BIOCHEMISTRY,Gamma Globulin,GLOBG,PLASMA,MONKEY,F,8.722222222,1.047964056,g/L,24
BIOCHEMISTRY,Gamma Globulin,GLOBG,PLASMA,MONKEY,M,11.38095238,1.124783603,g/L,28
BIOCHEMISTRY,Gamma Globulin,GLOBG,PLASMA,RAT,F,2.1,0.30253169,g/L,60
BIOCHEMISTRY,Gamma Globulin,GLOBG,PLASMA,RAT,M,1.3,0.462124791,g/L,60
BIOCHEMISTRY,Globulin,GLOBUL,SERUM,MONKEY,F,2.893511905,0.396984198,g/dL,84
BIOCHEMISTRY,Globulin,GLOBUL,SERUM,MONKEY,M,2.936706349,0.467251783,g/dL,84
BIOCHEMISTRY,Globulin,GLOBUL,SERUM,MOUSE,F,1.779310345,0.21255226,g/dL,58
BIOCHEMISTRY,Globulin,GLOBUL,SERUM,MOUSE,M,1.986666667,0.344184946,g/dL,60
BIOCHEMISTRY,Globulin,GLOBUL,SERUM,RAT,F,2.697,0.385194428,g/dL,100
BIOCHEMISTRY,Globulin,GLOBUL,SERUM,RAT,M,2.558441558,0.369334626,g/dL,77
BIOCHEMISTRY,Glucose,GLUC,PLASMA,MONKEY,F,4.442941176,0.838842562,mmol/L,51
BIOCHEMISTRY,Glucose,GLUC,PLASMA,MONKEY,M,4.692909091,0.773800493,mmol/L,55
BIOCHEMISTRY,Glucose,GLUC,PLASMA,MOUSE,F,11.59916667,3.031873976,mmol/L,120
BIOCHEMISTRY,Glucose,GLUC,PLASMA,MOUSE,M,11.0225,3.693553605,mmol/L,120
BIOCHEMISTRY,Glucose,GLUC,PLASMA,RAT,F,8.35575,1.363004382,mmol/L,120
BIOCHEMISTRY,Glucose,GLUC,PLASMA,RAT,M,9.415217391,1.367894363,mmol/L,138
BIOCHEMISTRY,Glucose,GLUC,SERUM,MONKEY,F,78.85,13.29331545,mg/dL,84
BIOCHEMISTRY,Glucose,GLUC,SERUM,MONKEY,M,82.84384921,13.99217935,mg/dL,84
BIOCHEMISTRY,Glucose,GLUC,SERUM,MOUSE,F,186.0344828,50.02559538,mg/dL,58
BIOCHEMISTRY,Glucose,GLUC,SERUM,MOUSE,M,209.9354839,39.83238281,mg/dL,62
BIOCHEMISTRY,Glucose,GLUC,SERUM,RAT,F,106.09,24.20413814,mg/dL,100
BIOCHEMISTRY,Glucose,GLUC,SERUM,RAT,M,112.5974026,34.23227922,mg/dL,77
BIOCHEMISTRY,Potassium,K,PLASMA,MONKEY,F,4.114705882,0.369814474,mmol/L,51
BIOCHEMISTRY,Potassium,K,PLASMA,MONKEY,M,4.189393939,0.371895429,mmol/L,55
BIOCHEMISTRY,Potassium,K,PLASMA,MOUSE,F,3.375,0.174534194,mmol/L,120
BIOCHEMISTRY,Potassium,K,PLASMA,MOUSE,M,4.233333333,0.428664789,mmol/L,120
BIOCHEMISTRY,Potassium,K,PLASMA,RAT,F,3.83,0.466814702,mmol/L,120
BIOCHEMISTRY,Potassium,K,PLASMA,RAT,M,4.534057971,0.471524376,mmol/L,138
BIOCHEMISTRY,Potassium,K,SERUM,MONKEY,F,4.5987,0.243634445,mEq/L,50
BIOCHEMISTRY,Potassium,K,SERUM,MONKEY,F,4.807156863,0.422313559,mmol/L,34
BIOCHEMISTRY,Potassium,K,SERUM,MONKEY,M,4.650029762,0.458660158,mEq/L,56
BIOCHEMISTRY,Potassium,K,SERUM,MONKEY,M,4.921071429,0.39179318,mmol/L,28
BIOCHEMISTRY,Potassium,K,SERUM,MOUSE,F,4.378571429,0.457332963,mEq/L,28
BIOCHEMISTRY,Potassium,K,SERUM,MOUSE,F,4.825,0.490119772,mmol/L,24
BIOCHEMISTRY,Potassium,K,SERUM,MOUSE,M,4.533333333,0.367032211,mEq/L,30
BIOCHEMISTRY,Potassium,K,SERUM,MOUSE,M,5.373333333,0.946475616,mmol/L,30
BIOCHEMISTRY,Potassium,K,SERUM,RAT,F,4.5375,0.430668494,mEq/L,72
BIOCHEMISTRY,Potassium,K,SERUM,RAT,F,4.014285714,0.305158472,mmol/L,28
BIOCHEMISTRY,Potassium,K,SERUM,RAT,M,4.962337662,0.329688434,mEq/L,77
BIOCHEMISTRY,Magnesium,MG,PLASMA,MONKEY,F,0.738888889,0.049599705,mmol/L,18
BIOCHEMISTRY,Magnesium,MG,PLASMA,MONKEY,M,0.741851852,0.008872534,mmol/L,18
BIOCHEMISTRY,Magnesium,MG,PLASMA,MOUSE,F,0.943333333,0.087671401,mmol/L,120
BIOCHEMISTRY,Magnesium,MG,PLASMA,MOUSE,M,0.965,0.091348442,mmol/L,120
BIOCHEMISTRY,Phosphate,PHOS,PLASMA,MONKEY,F,1.634379085,0.242967524,mmol/L,51
BIOCHEMISTRY,Phosphate,PHOS,PLASMA,MONKEY,M,1.660484848,0.206697198,mmol/L,55
BIOCHEMISTRY,Phosphate,PHOS,PLASMA,MOUSE,F,2.3025,0.493301772,mmol/L,120
BIOCHEMISTRY,Phosphate,PHOS,PLASMA,MOUSE,M,2.418333333,0.321598772,mmol/L,120
BIOCHEMISTRY,Phosphate,PHOS,PLASMA,RAT,F,1.419,0.282192496,mmol/L,120
BIOCHEMISTRY,Phosphate,PHOS,PLASMA,RAT,M,1.681811594,0.194366782,mmol/L,138
BIOCHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,F,5.932202381,0.783127212,mg/dL,84
BIOCHEMISTRY,Phosphate,PHOS,SERUM,MONKEY,M,6.626587302,1.163560032,mg/dL,84
BIOCHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,F,8.525,1.531873482,mg/dL,56
BIOCHEMISTRY,Phosphate,PHOS,SERUM,MOUSE,M,7.455172414,1.517520186,mg/dL,58
BIOCHEMISTRY,Phosphate,PHOS,SERUM,RAT,F,6.764,0.82370437,mg/dL,100
BIOCHEMISTRY,Phosphate,PHOS,SERUM,RAT,M,8.296103896,0.878911043,mg/dL,77
BIOCHEMISTRY,Protein,PROT,PLASMA,MONKEY,F,75.15359477,4.051452845,g/L,51
BIOCHEMISTRY,Protein,PROT,PLASMA,MONKEY,M,77.6969697,5.712873603,g/L,55
BIOCHEMISTRY,Protein,PROT,PLASMA,MOUSE,F,46.25,2.531316461,g/L,120
BIOCHEMISTRY,Protein,PROT,PLASMA,MOUSE,M,46,2.62502501,g/L,120
BIOCHEMISTRY,Protein,PROT,PLASMA,RAT,F,62.125,9.500608119,g/L,120
BIOCHEMISTRY,Protein,PROT,PLASMA,RAT,M,63.72463768,3.094068061,g/L,138
BIOCHEMISTRY,Protein,PROT,SERUM,MONKEY,F,7.186369048,0.439214734,g/dL,84
BIOCHEMISTRY,Protein,PROT,SERUM,MONKEY,M,7.432281746,0.555697867,g/dL,84
BIOCHEMISTRY,Protein,PROT,SERUM,MOUSE,F,4.7,0.218447473,g/dL,58
BIOCHEMISTRY,Protein,PROT,SERUM,MOUSE,M,4.826666667,0.349268808,g/dL,60
BIOCHEMISTRY,Protein,PROT,SERUM,RAT,F,6.593,0.757621877,g/dL,100
BIOCHEMISTRY,Protein,PROT,SERUM,RAT,M,6.314285714,0.660684311,g/dL,77
BIOCHEMISTRY,Sodium,SODIUM,PLASMA,MONKEY,F,148.869281,2.113531464,mmol/L,51
BIOCHEMISTRY,Sodium,SODIUM,PLASMA,MONKEY,M,149.2181818,1.604030651,mmol/L,55
BIOCHEMISTRY,Sodium,SODIUM,PLASMA,MOUSE,F,149.8333333,1.218439099,mmol/L,120
BIOCHEMISTRY,Sodium,SODIUM,PLASMA,MOUSE,M,152.0833333,1.611843422,mmol/L,120
BIOCHEMISTRY,Sodium,SODIUM,PLASMA,RAT,F,140.9736842,4.381094797,mmol/L,114
BIOCHEMISTRY,Sodium,SODIUM,PLASMA,RAT,M,141.1666667,3.649984168,mmol/L,138
BIOCHEMISTRY,Sodium,SODIUM,SERUM,MONKEY,F,147.8803333,1.972537329,mEq/L,50
BIOCHEMISTRY,Sodium,SODIUM,SERUM,MONKEY,F,149.6862745,2.79703568,mmol/L,34
BIOCHEMISTRY,Sodium,SODIUM,SERUM,MONKEY,M,147.5113095,2.964118939,mEq/L,56
BIOCHEMISTRY,Sodium,SODIUM,SERUM,MONKEY,M,152.1047619,3.960787367,mmol/L,28
BIOCHEMISTRY,Sodium,SODIUM,SERUM,MOUSE,F,150.6428571,1.471061237,mEq/L,28
BIOCHEMISTRY,Sodium,SODIUM,SERUM,MOUSE,F,150.9166667,2.448010135,mmol/L,24
BIOCHEMISTRY,Sodium,SODIUM,SERUM,MOUSE,M,149.7333333,1.311312407,mEq/L,30
BIOCHEMISTRY,Sodium,SODIUM,SERUM,MOUSE,M,152.1333333,1.736689942,mmol/L,30
BIOCHEMISTRY,Sodium,SODIUM,SERUM,RAT,F,142.1111111,2.100003726,mEq/L,72
BIOCHEMISTRY,Sodium,SODIUM,SERUM,RAT,F,139.5714286,0.503952631,mmol/L,28
BIOCHEMISTRY,Sodium,SODIUM,SERUM,RAT,M,143.8441558,1.61461202,mEq/L,77
BIOCHEMISTRY,Triglycerides,TRIG,PLASMA,MONKEY,F,0.528660131,0.221956457,mmol/L,51
BIOCHEMISTRY,Triglycerides,TRIG,PLASMA,MONKEY,M,0.42969697,0.151628028,mmol/L,55
BIOCHEMISTRY,Triglycerides,TRIG,PLASMA,MOUSE,F,1.461666667,0.674478738,mmol/L,120
BIOCHEMISTRY,Triglycerides,TRIG,PLASMA,MOUSE,M,2.051666667,0.510294582,mmol/L,120
BIOCHEMISTRY,Triglycerides,TRIG,PLASMA,RAT,F,0.69475,0.228362687,mmol/L,120
BIOCHEMISTRY,Triglycerides,TRIG,PLASMA,RAT,M,0.790144928,0.246663829,mmol/L,138
BIOCHEMISTRY,Triglycerides,TRIG,SERUM,MONKEY,F,48.1875,12.64015744,mg/dL,84
BIOCHEMISTRY,Triglycerides,TRIG,SERUM,MONKEY,M,53.89980159,15.35157473,mg/dL,84
BIOCHEMISTRY,Triglycerides,TRIG,SERUM,MOUSE,F,79.82142857,44.56093158,mg/dL,56
BIOCHEMISTRY,Triglycerides,TRIG,SERUM,MOUSE,M,146,102.7782488,mg/dL,58
BIOCHEMISTRY,Triglycerides,TRIG,SERUM,RAT,F,35.48,19.14299197,mg/dL,100
BIOCHEMISTRY,Triglycerides,TRIG,SERUM,RAT,M,44.87012987,26.8055133,mg/dL,77
BIOCHEMISTRY,Urea,UREA,PLASMA,MONKEY,F,6.540424837,1.302848752,mmol/L,51
BIOCHEMISTRY,Urea,UREA,PLASMA,MONKEY,M,6.169272727,1.260319533,mmol/L,55
BIOCHEMISTRY,Urea,UREA,PLASMA,MOUSE,F,5.724166667,0.849314685,mmol/L,120
BIOCHEMISTRY,Urea,UREA,PLASMA,MOUSE,M,8.173333333,2.220467561,mmol/L,120
BIOCHEMISTRY,Urea,UREA,PLASMA,RAT,F,5.6925,1.20416033,mmol/L,120
BIOCHEMISTRY,Urea,UREA,PLASMA,RAT,M,7.498768116,1.538252256,mmol/L,138
BIOCHEMISTRY,Urea Nitrogen,UREAN,PLASMA,MOUSE,M,6.636666667,0.785381136,mmol/L,18
BIOCHEMISTRY,Urea Nitrogen,UREAN,PLASMA,RAT,M,8.033478261,1.145139367,mmol/L,23
BIOCHEMISTRY,Urea Nitrogen,UREAN,SERUM,MONKEY,F,19.97063492,4.549756616,mg/dL,84
BIOCHEMISTRY,Urea Nitrogen,UREAN,SERUM,MONKEY,M,20.60654762,4.491202182,mg/dL,84
BIOCHEMISTRY,Urea Nitrogen,UREAN,SERUM,MOUSE,F,22.16666667,8.034178402,mg/dL,60
BIOCHEMISTRY,Urea Nitrogen,UREAN,SERUM,MOUSE,M,22.26666667,5.141610467,mg/dL,60
BIOCHEMISTRY,Urea Nitrogen,UREAN,SERUM,RAT,F,20.09,4.144108633,mg/dL,100
BIOCHEMISTRY,Urea Nitrogen,UREAN,SERUM,RAT,M,17.77922078,5.025260864,mg/dL,77
BIOMAKER,Complement Bb,CBB,PLASMA,MONKEY,F,1.176,0.627177431,mg/L,18
BIOMAKER,Complement Bb,CBB,PLASMA,MONKEY,M,1.313333333,0.168313433,mg/L,18
BIOMARKER,Complement Bb,CBB,PLASMA,MONKEY,F,2.331222222,0.856330925,ug/L,12
BIOMARKER,Complement Bb,CBB,PLASMA,MONKEY,M,2.5875,0.296883816,ug/L,16
BIOMARKER,Immunoglobulin G,IGG,SERUM,MOUSE,F,2880.4,1947.335149,mg/L,24
BIOMARKER,Immunoglobulin G,IGG,SERUM,MOUSE,M,4590.425,3327.318131,mg/L,16
BIOMARKER,Immunoglobulin M,IGM,SERUM,MOUSE,F,660.95,497.5148143,mg/L,24
BIOMARKER,Immunoglobulin M,IGM,SERUM,MOUSE,M,1111.6,731.4208787,mg/L,12
Blood biochemistry,Albumin,ALB,SERUM,DOG,F,2.883333333,0.147483949,g/dL,12
Blood biochemistry,Albumin,ALB,SERUM,RAT,F,3.298,0.132393865,g/dL,60
Blood biochemistry,Albumin/Total Protein,ALBPROT,SERUM,DOG,F,53.15,2.331990956,%,12
Blood biochemistry,Albumin/Total Protein,ALBPROT,SERUM,RAT,F,52.83,1.473874175,%,60
Blood biochemistry,Alkaline Phosphatase,ALP,PLASMA,DOG,F,199.3333333,40.24997647,IU/L,12
Blood biochemistry,Alkaline Phosphatase,ALP,PLASMA,RAT,F,261.4,52.89106169,IU/L,60
Blood biochemistry,Alanine Aminotransferase,ALT,PLASMA,DOG,F,31.66666667,4.313474308,IU/L,12
Blood biochemistry,Alanine Aminotransferase,ALT,PLASMA,RAT,F,22.7,3.906969002,IU/L,60
Blood biochemistry,Aspartate Aminotransferase,AST,PLASMA,DOG,F,32.83333333,7.88938681,IU/L,12
Blood biochemistry,Aspartate Aminotransferase,AST,PLASMA,RAT,F,55,7.811334659,IU/L,60
Blood biochemistry,Bilirubin,BILI,PLASMA,DOG,F,0,0,mg/dL,12
Blood biochemistry,Bilirubin,BILI,PLASMA,RAT,F,0.01,0.030253169,mg/dL,60
Blood biochemistry,Calcium,CA,PLASMA,DOG,F,9.755,0.216122861,mg/dL,12
Blood biochemistry,Calcium,CA,PLASMA,RAT,F,8.743,0.289161851,mg/dL,60
Blood biochemistry,Cholesterol,CHOL,PLASMA,DOG,F,128.6666667,12.94276445,mg/dL,12
Blood biochemistry,Cholesterol,CHOL,PLASMA,RAT,F,55.9,6.786576981,mg/dL,60
Blood biochemistry,Creatine Kinase,CK,PLASMA,DOG,F,187,53.7384237,IU/L,12
Blood biochemistry,Creatine Kinase,CK,PLASMA,RAT,F,73.4,9.882701888,IU/L,60
Blood biochemistry,Chloride,CL,PLASMA,DOG,F,113,0.426401433,mEq/L,12
Blood biochemistry,Chloride,CL,PLASMA,RAT,F,109.9,2.039441599,mEq/L,60
Blood biochemistry,Creatinine,CREAT,PLASMA,DOG,F,0.51,0.036431754,mg/dL,12
Blood biochemistry,Creatinine,CREAT,PLASMA,RAT,F,0.326,0.066618061,mg/dL,60
Blood biochemistry,Gamma Glutamyl Transferase,GGT,PLASMA,DOG,F,2.333333333,0.246182982,IU/L,12
Blood biochemistry,Gamma Glutamyl Transferase,GGT,PLASMA,RAT,F,1.1,0.30253169,IU/L,60
Blood biochemistry,Alpha-1 Globulin,GLOBA1,SERUM,DOG,F,0.571666667,0.009847319,g/dL,12
Blood biochemistry,Alpha-1 Globulin,GLOBA1,SERUM,RAT,F,1.087,0.154922616,g/dL,60
Blood biochemistry,Alpha-1 Globulin/Total Protein,GLOBA1PT,SERUM,DOG,F,10.56666667,0.065133895,%,12
Blood biochemistry,Alpha-1 Globulin/Total Protein,GLOBA1PT,SERUM,RAT,F,17.37,2.084348453,%,60
Blood biochemistry,Beta Globulin,GLOBB,SERUM,DOG,F,1.023333333,0.070624916,g/dL,12
Blood biochemistry,Beta Globulin,GLOBB,SERUM,RAT,F,0.875,0.066319719,g/dL,60
Blood biochemistry,Beta Globulin/Total Protein,GLOBBPT,SERUM,DOG,F,18.81666667,1.468043431,%,12
Blood biochemistry,Beta Globulin/Total Protein,GLOBBPT,SERUM,RAT,F,14.03,0.983990492,%,60
Blood biochemistry,Gamma Globulin,GLOBG,SERUM,DOG,F,0.418333333,0.058826916,g/dL,12
Blood biochemistry,Gamma Globulin,GLOBG,SERUM,RAT,F,0.359,0.075255497,g/dL,60
Blood biochemistry,Gamma Globulin/Total Protein,GLOBGPT,SERUM,DOG,F,7.716666667,1.046494871,%,12
Blood biochemistry,Gamma Globulin/Total Protein,GLOBGPT,SERUM,RAT,F,5.79,1.276741084,%,60
Blood biochemistry,Globulin,GLOBUL,SERUM,DOG,F,2.543333333,0.128086145,g/dL,12
Blood biochemistry,Globulin,GLOBUL,SERUM,RAT,F,2.945,0.155786686,g/dL,60
Blood biochemistry,Glucose,GLUC,PLASMA,DOG,F,99,2.593698658,mg/dL,12
Blood biochemistry,Glucose,GLUC,PLASMA,RAT,F,128.6,17.89347007,mg/dL,60
Blood biochemistry,Potassium,K,PLASMA,DOG,F,4.266666667,0.214617348,mEq/L,12
Blood biochemistry,Potassium,K,PLASMA,RAT,F,3.6,0.26296871,mEq/L,60
Blood biochemistry,Lactate Dehydrogenase,LDH,PLASMA,DOG,F,43,3.789938834,IU/L,12
Blood biochemistry,Lactate Dehydrogenase,LDH,PLASMA,RAT,F,38.4,10.36486896,IU/L,60
Blood biochemistry,Phosphate,PHOS,PLASMA,DOG,F,4.623333333,0.312681462,mg/dL,12
Blood biochemistry,Phosphate,PHOS,PLASMA,RAT,F,5.089,0.987626327,mg/dL,60
Blood biochemistry,Phospholipid,PHOSLPD,PLASMA,DOG,F,269.8333333,13.7928396,mg/dL,12
Blood biochemistry,Phospholipid,PHOSLPD,PLASMA,RAT,F,98.3,11.88119152,mg/dL,60
Blood biochemistry,Protein,PROT,SERUM,DOG,F,5.426666667,0.101473985,g/dL,12
Blood biochemistry,Protein,PROT,SERUM,RAT,F,6.243,0.223730316,g/dL,60
Blood biochemistry,Sodium,SODIUM,PLASMA,DOG,F,148.3333333,0.887625365,mEq/L,12
Blood biochemistry,Sodium,SODIUM,PLASMA,RAT,F,146.8,1.613502349,mEq/L,60
Blood biochemistry,Triglycerides,TRIG,PLASMA,DOG,F,28.66666667,4.849242365,mg/dL,12
Blood biochemistry,Triglycerides,TRIG,PLASMA,RAT,F,11.9,3.563943731,mg/dL,60
Blood biochemistry,Urea Nitrogen,UREAN,PLASMA,DOG,F,14.33333333,2.282077735,mg/dL,12
Blood biochemistry,Urea Nitrogen,UREAN,PLASMA,RAT,F,18.04,5.456241955,mg/dL,60
Blood Biochemistry,Albumin,ALB,SERUM,MONKEY,F,43.74265432,2.784581144,g/L,27
Blood Biochemistry,Albumin,ALB,SERUM,MONKEY,M,46.03365385,2.591345597,g/L,26
Blood Biochemistry,Albumin,ALB,SERUM,MOUSE,F,32.13,9.900846895,g/L,40
Blood Biochemistry,Albumin,ALB,SERUM,MOUSE,M,27.71,8.222352274,g/L,40
Blood Biochemistry,Albumin,ALB,SERUM,RAT,F,45.0976,2.323918895,g/L,125
Blood Biochemistry,Albumin,ALB,SERUM,RAT,M,38.2356,1.501716974,g/L,125
Blood Biochemistry,Albumin/Globulin,ALBGLOB,SERUM,MONKEY,F,1.421611111,0.248596071,RATIO,27
Blood Biochemistry,Albumin/Globulin,ALBGLOB,SERUM,MONKEY,M,1.477576923,0.306718833,RATIO,26
Blood Biochemistry,Albumin/Globulin,ALBGLOB,SERUM,MOUSE,F,3.737,0.473265795,RATIO,40
Blood Biochemistry,Albumin/Globulin,ALBGLOB,SERUM,MOUSE,M,2.078,0.294280522,RATIO,40
Blood Biochemistry,Albumin/Globulin,ALBGLOB,SERUM,RAT,F,2.8072,0.351808347,RATIO,125
Blood Biochemistry,Albumin/Globulin,ALBGLOB,SERUM,RAT,M,2.1624,0.362011406,RATIO,125
Blood Biochemistry,Alkaline Phosphatase,ALP,SERUM,MONKEY,F,394.6129012,150.3345575,U/L,27
Blood Biochemistry,Alkaline Phosphatase,ALP,SERUM,MONKEY,M,506.1750641,144.9210032,U/L,26
Blood Biochemistry,Alkaline Phosphatase,ALP,SERUM,MOUSE,F,131.14,45.9884311,U/L,40
